,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
3874,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3875,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3876,U001,0200769623,WAL-MAR foundation,2020-05-08 02:31:55.500000,2020.0,1930747475.0,2020-04-06 00:00:00,2020-04-21 00:00:00,2020-04-06 00:00:00,NAH4,16334.67,16-30
3877,U001,0200789266,IMPERI trust,2020-04-19 15:19:56.750000,2020.0,1930662021.0,2020-03-17 00:00:00,2020-04-01 00:00:00,2020-03-17 00:00:00,NAA8,23727.79,16-30
3878,U001,0200704858,WAKE foundation,2020-04-18 04:51:05.312500,2020.0,1930709463.0,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-03-28 00:00:00,NAA8,14139.2,0-15
3879,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3880,U001,0200769623,WAL-MAR foundation,2020-06-07 06:17:56,2020.0,1930855836.0,2020-05-06 00:00:00,2020-05-21 00:00:00,2020-05-06 00:00:00,NAH4,5012.11,16-30
3881,U001,0200769623,WAL-MAR us,2020-04-21 20:20:22.625000,2020.0,1930653044.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAH4,1106.11,16-30
3882,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3883,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3884,U001,0200769623,WAL-MAR ,2020-04-08 17:38:32.750000,2020.0,1930654967.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAH4,49153.2,0-15
3885,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3886,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3887,U001,0200769623,WAL-MAR llc,2020-05-01 19:01:04.625000,2020.0,1930724807.0,2020-04-01 00:00:00,2020-04-16 00:00:00,2020-04-01 00:00:00,NAH4,57589.02,16-30
3888,U001,0200764795,SYSCO  us,2020-04-10 08:36:49.257812500,2020.0,1930689705.0,2020-03-25 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,NAA8,32534.81,0-15
3889,U001,0200744019,TARG foundation,2020-05-22 05:28:52.718750,2020.0,1930855312.0,2020-05-03 00:00:00,2020-05-18 00:00:00,2020-05-03 00:00:00,NAA8,29861.15,0-15
3890,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3891,U001,0100031704,DELHAIZE trust,2020-04-30 20:35:05.343750,2020.0,1930763571.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAA8,30039.56,0-15
3892,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3893,CA02,0140104423,METRO  associates,2020-05-15 08:21:31.375000,2020.0,2960629789.0,2020-04-28 00:00:00,2020-05-10 00:00:00,2020-04-30 00:00:00,CA10,142096.129,0-15
3894,U001,0200573068,GROCE trust,2020-04-23 09:02:27.250000,2020.0,1930699655.0,2020-03-25 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,NAA8,6685.51,0-15
3895,U001,0200769623,WAL-MAR llc,2020-04-01 08:46:35.250000,2020.0,1930585473.0,2020-03-03 00:00:00,2020-03-18 00:00:00,2020-03-03 00:00:00,NAH4,43374.53,0-15
3896,U001,0200769623,WAL-MAR llc,2020-04-08 12:11:11.750000,2020.0,1930606018.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAH4,553.56,16-30
3897,U001,0200706844,WINC trust,2020-05-29 11:17:05.125000,2020.0,1930803631.0,2020-04-21 00:00:00,2020-05-06 00:00:00,2020-04-21 00:00:00,NAA8,38879.48,16-30
3898,U001,0200772670,ASSOCIAT ,2020-04-17 23:38:26.820312500,2020.0,1930738130.0,2020-04-02 00:00:00,2020-04-17 00:00:00,2020-04-02 00:00:00,NAU5,55326.94,0-15
3899,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3900,U001,0200769623,WAL-MAR systems,2020-04-08 00:16:24.625000,2020.0,1930606304.0,2020-03-06 00:00:00,2020-03-21 00:00:00,2020-03-06 00:00:00,NAH4,72314.46,16-30
3901,CA02,0140104429,COSTCO systems,2020-04-19 23:27:47.062500,2020.0,2960625096.0,2020-03-31 00:00:00,2020-04-11 00:00:00,2020-04-01 00:00:00,CA10,13868.715,0-15
3902,U001,0200739006,AL associates,2020-04-14 11:29:27.093750,2020.0,1930677129.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAA8,8993.03,0-15
3903,U001,0200744019,TARG systems,2020-04-12 21:46:13.125000,2020.0,1930693654.0,2020-03-25 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,NAA8,30088.54,0-15
3904,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3905,U001,0200772670,ASSOCIAT corporation,2020-04-09 07:34:37.039062500,2020.0,1930693118.0,2020-03-24 00:00:00,2020-04-08 00:00:00,2020-03-24 00:00:00,NAU5,30291.18,0-15
3906,U001,0200703398,NEX systems,2020-03-27 20:29:30.437500,2020.0,1930604768.0,2020-03-05 00:00:00,2020-03-20 00:00:00,2020-03-05 00:00:00,NAA8,130.68,0-15
3907,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3908,U001,0200749782,KROG in,2020-04-24 18:15:23.296875,2020.0,1930764371.0,2020-04-08 00:00:00,2020-04-23 00:00:00,2020-04-08 00:00:00,NAA8,2382.55,0-15
3909,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3910,U001,0200769623,WAL-MAR llc,2020-06-03 14:48:22.875000,2020.0,1930847477.0,2020-05-03 00:00:00,2020-05-18 00:00:00,2020-05-03 00:00:00,NAH4,15623.54,16-30
3911,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3912,U001,0200936373,SUPE us,2020-05-21 18:10:35.308593750,2020.0,1930653539.0,2020-03-17 00:00:00,2020-05-21 00:00:00,2020-03-17 00:00:00,NAGD,13631.69,0-15
3913,U001,0200726979,BJ'S  us,2020-03-27 11:02:38.164062500,2020.0,1930627626.0,2020-03-11 00:00:00,2020-03-26 00:00:00,2020-03-11 00:00:00,NAA8,27534.35,0-15
3914,U001,0200706844,WINC systems,2020-06-16 09:19:23.500000,2020.0,1930861461.0,2020-05-06 00:00:00,2020-05-21 00:00:00,2020-05-06 00:00:00,NAA8,19834.17,16-30
3915,U001,0200769623,WAL-MAR us,2020-06-15 00:53:12.750000,2020.0,1930880538.0,2020-05-08 00:00:00,2020-05-23 00:00:00,2020-05-08 00:00:00,NAH4,485.06,16-30
3916,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3917,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3918,U001,0200759878,SA trust,2020-05-14 00:18:45.756347656,2020.0,1930827059.0,2020-04-29 00:00:00,2020-05-14 00:00:00,2020-04-29 00:00:00,NAH4,14070.44,0-15
3919,U001,0200704045,RA trust,2020-04-28 13:15:39.023437500,2020.0,1930780371.0,2020-04-13 00:00:00,2020-04-28 00:00:00,2020-04-13 00:00:00,NAA8,5524.02,0-15
3920,U001,0200704045,RA associates,2020-04-05 07:44:35.546875,2020.0,1930668373.0,2020-03-20 00:00:00,2020-04-04 00:00:00,2020-03-20 00:00:00,NAA8,18058.51,0-15
3921,U001,0200792293,UNIFIE corp,2020-05-26 09:12:01.906250,2020.0,1930873486.0,2020-05-07 00:00:00,2020-05-22 00:00:00,2020-05-07 00:00:00,NAA8,705.29,0-15
3922,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3923,U001,100031704,DELHAIZE foundation,2020-05-23 11:45:10.093750,2020.0,1930857063.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAA8,77579.39,0-15
3924,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3925,U001,0200382900,J & J  co,2020-05-28 08:29:31,2020.0,1930858686.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAA8,87302.68,0-15
3926,U001,0200711029,WEGMAN us,2020-04-15 10:39:23,2020.0,1930621002.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAA8,84521.74,16-30
3927,U001,0200769623,WAL-MAR us,2020-05-08 11:08:52.250000,2020.0,1930731231.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAH4,629.67,16-30
3928,U001,0200762301,C&S WH foundation,2020-03-31 09:05:20.445312500,2020.0,1930648484.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAC6,19546.51,0-15
3929,U001,0200725421,BEN  systems,2020-04-03 19:46:57.234375,2020.0,1930664261.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAA8,46264.17,0-15
3930,U001,0200229974,DARDEN D trust,2020-03-17 23:35:11.773437500,2020.0,1930586755.0,2020-03-02 00:00:00,2020-03-17 00:00:00,2020-03-02 00:00:00,NAA8,18591.15,0-15
3931,U001,CCU013,KRAFT F corporation,2020-04-26 00:02:41.500000,2020.0,1930689909.0,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,NAX2,23808.94,31-45
3932,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3933,U001,200769623,WAL-MAR co,2020-06-01 16:54:47.625000,2020.0,1930846630.0,2020-05-01 00:00:00,2020-05-16 00:00:00,2020-05-01 00:00:00,NAH4,21042.94,16-30
3934,U001,200778870,C corporation,2020-04-13 06:29:10.531250,2020.0,1930688442.0,2020-03-24 00:00:00,2020-04-08 00:00:00,2020-03-24 00:00:00,NAA8,22449.68,0-15
3935,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3936,U001,0200733702,HENR trust,2020-05-22 18:14:56.875000,2020.0,1930844146.0,2020-04-30 00:00:00,2020-05-15 00:00:00,2020-04-30 00:00:00,NAA8,43109.75,0-15
3937,U001,0200792734,MDV/ ,2020-04-01 03:48:31.881835938,2020.0,1930665787.0,2020-03-17 00:00:00,2020-04-01 00:00:00,2020-03-17 00:00:00,NAA8,37428.28,0-15
3938,U001,0200769623,WAL-MAR co,2020-04-15 04:49:56.625000,2020.0,1930651359.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAH4,3287.27,16-30
3939,U001,0200704045,RA ,2020-04-01 05:16:48.007812500,2020.0,1930655345.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAA8,20045.38,0-15
3940,U001,0200729290,KROGER ,2020-05-12 02:33:54.968750,2020.0,1930815251.0,2020-04-22 00:00:00,2020-05-07 00:00:00,2020-04-22 00:00:00,NAA8,3007.12,0-15
3941,U013,0140103713,PRIM llc,2020-05-25 19:48:37.250000,2020.0,1991841541.0,2020-04-12 00:00:00,2020-05-12 00:00:00,2020-04-12 00:00:00,NAVE,10092.6,0-15
3942,U001,0200769623,WAL-MAR systems,2020-05-01 19:46:14.250000,2020.0,1930718486.0,2020-03-31 00:00:00,2020-04-15 00:00:00,2020-03-31 00:00:00,NAH4,1898.2,16-30
3943,U001,0200769623,WAL-MAR in,2020-03-30 03:58:43.500000,2020.0,1930580011.0,2020-02-29 00:00:00,2020-03-15 00:00:00,2020-02-29 00:00:00,NAH4,1538.27,16-30
3944,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3945,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3946,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3947,U001,0200769623,WAL-MAR trust,2020-04-16 16:41:44.875000,2020.0,1930649289.0,2020-03-14 00:00:00,2020-03-29 00:00:00,2020-03-14 00:00:00,NAH4,4633.46,16-30
3948,U001,0200769623,WAL-MAR corporation,2020-05-04 15:21:45.375000,2020.0,1930732442.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAH4,31468.74,16-30
3949,U001,200891601,POWE co,2020-04-30 10:25:26.562500,2020.0,1930654882.0,2020-03-20 00:00:00,2020-04-19 00:00:00,2020-03-20 00:00:00,NAD5,89424.0,0-15
3950,U001,0200772670,ASSOCIAT in,2020-04-12 14:56:55.718750,2020.0,1930688579.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAU5,9051.6,0-15
3951,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3952,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3953,U001,0200744019,TARG corporation,2020-04-22 05:28:52.718750,2020.0,1930738342.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAA8,11921.11,0-15
3954,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3955,U001,0200769623,WAL-MAR co,2020-04-27 08:19:05.125000,2020.0,1930685464.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAH4,4065.82,16-30
3956,U001,0200229974,DARDEN D us,2020-04-26 04:14:19.835937500,2020.0,1930772714.0,2020-04-10 00:00:00,2020-04-25 00:00:00,2020-04-10 00:00:00,NAA8,14404.24,0-15
3957,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3958,CA02,0140106408,WAL-M us,2020-04-12 06:27:34,2020.0,2960627117.0,2020-04-06 00:00:00,2020-03-22 00:00:00,2020-03-12 00:00:00,CA10,58430.168999999994,16-30
3959,U001,0200769623,WAL-MAR trust,2020-04-09 17:13:27.125000,2020.0,1930623117.0,2020-03-08 00:00:00,2020-03-23 00:00:00,2020-03-08 00:00:00,NAH4,36694.78,16-30
3960,U001,0200769623,WAL-MAR corp,2020-04-14 11:50:38.750000,2020.0,1930646061.0,2020-03-14 00:00:00,2020-03-29 00:00:00,2020-03-14 00:00:00,NAH4,12500.33,16-30
3961,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3962,U001,0200769623,WAL-MAR corporation,2020-06-05 17:16:24.500000,2020.0,1930854177.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAH4,19064.32,16-30
3963,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3964,U001,0200706844,WINC associates,2020-04-07 19:15:19.750000,2020.0,1930567193.0,2020-02-27 00:00:00,2020-03-13 00:00:00,2020-02-27 00:00:00,NAA8,26523.01,16-30
3965,U001,0200762301,C&S WH corporation,2020-05-06 01:06:39.152587891,2020.0,1930584615.0,2020-03-02 00:00:00,2020-05-06 00:00:00,2020-03-02 00:00:00,NAGD,17898.66,0-15
3966,CA02,0140106099,SOCIETE  foundation,2020-04-27 05:48:08.125000,2020.0,2960625277.0,2020-04-01 00:00:00,2020-04-13 00:00:00,2020-04-03 00:00:00,CA10,36547.77,0-15
3967,U001,0200769623,WAL-MAR ,2020-05-09 07:01:51.312500,2020.0,1930789111.0,2020-04-15 00:00:00,2020-04-30 00:00:00,2020-04-15 00:00:00,NAH4,3403.8,0-15
3968,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3969,U001,0200794332,COST in,2020-04-12 02:36:26.750000,2020.0,1930690154.0,2020-03-25 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,NAAX,14772.55,0-15
3970,U001,0100031704,DELHAIZE in,2020-04-02 21:10:04.007812500,2020.0,1930668588.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAA8,110094.73,0-15
3971,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3972,U001,0200661137,AFFI in,2020-05-09 06:50:35.562500,2020.0,1930793943.0,2020-04-15 00:00:00,2020-04-30 00:00:00,2020-04-15 00:00:00,NAA8,9564.33,0-15
3973,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3974,U001,0200700919,US  co,2020-05-03 01:40:25.312500,2020.0,1930794560.0,2020-04-16 00:00:00,2020-05-01 00:00:00,2020-04-16 00:00:00,NAA8,49428.24,0-15
3975,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3976,U001,0200152991,JET foundation,2020-04-02 12:52:49.062500,2020.0,1930646211.0,2020-03-12 00:00:00,2020-04-01 00:00:00,2020-03-12 00:00:00,NAD1,990.34,0-15
3977,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3978,CA02,0140106408,WAL-M ,2020-06-04 18:31:29,2020.0,2960632188.0,2020-05-04 00:00:00,2020-05-14 00:00:00,2020-05-04 00:00:00,CA10,26880.105,16-30
3979,U001,0200936373,SUPE associates,2020-04-14 14:17:55.937500,2020.0,1930701201.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAA8,14112.4,0-15
3980,U001,0200726979,BJ'S  co,2020-05-01 02:43:44.359375,2020.0,1930782800.0,2020-04-14 00:00:00,2020-04-29 00:00:00,2020-04-14 00:00:00,NAA8,490.17,0-15
3981,U001,0200769623,WAL-MAR ,2020-04-15 00:10:54.375000,2020.0,1930660576.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAH4,10655.31,0-15
3982,U001,0200769623,WAL-MAR associates,2020-04-01 16:29:11.812500,2020.0,1930610150.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,13925.99,0-15
3983,U001,0200900909,SYSCO foundation,2020-04-12 10:03:05.312500,2020.0,1930599645.0,2020-03-04 00:00:00,2020-04-05 00:00:00,2020-03-04 00:00:00,NA32,7276.24,0-15
3984,U001,0200780849,LAUREL ,2020-05-23 00:37:49.476074219,2020.0,1930880507.0,2020-05-08 00:00:00,2020-05-23 00:00:00,2020-05-08 00:00:00,NAA8,25233.46,0-15
3985,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3986,U001,0200799180,CHEN in,2020-03-20 04:47:38.210937500,2020.0,1930598501.0,2020-03-04 00:00:00,2020-03-19 00:00:00,2020-03-04 00:00:00,NAA8,68156.06,0-15
3987,U001,0200386051,W H foundation,2020-05-26 23:52:27.375000,2020.0,1930814836.0,2020-04-23 00:00:00,2020-05-08 00:00:00,2020-04-23 00:00:00,NAA8,25865.87,16-30
3988,U001,0200769623,WAL-MAR co,2020-05-10 22:18:19.250000,2020.0,1930760751.0,2020-04-09 00:00:00,2020-04-24 00:00:00,2020-04-09 00:00:00,NAH4,20237.52,16-30
3989,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3990,U001,0200744019,TARG foundation,2020-04-03 04:00:53.468750,2020.0,1930652840.0,2020-03-15 00:00:00,2020-03-30 00:00:00,2020-03-15 00:00:00,NAA8,27051.05,0-15
3991,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3992,U001,0200769623,WAL-MAR corporation,2020-06-03 21:51:26.625000,2020.0,1930856401.0,2020-05-04 00:00:00,2020-05-19 00:00:00,2020-05-04 00:00:00,NAH4,51129.87,16-30
3993,CA02,0140104409,LOB ,2020-04-21 04:04:12.453125,2020.0,2960626567.0,2020-04-08 00:00:00,2020-04-20 00:00:00,2020-04-10 00:00:00,CA10,30199.68,0-15
3994,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3995,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3996,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
3997,U001,0200769623,WAL-MAR foundation,2020-04-10 02:28:59,2020.0,1930621237.0,2020-03-09 00:00:00,2020-03-24 00:00:00,2020-03-09 00:00:00,NAH4,14611.05,16-30
3998,U001,0200795490,HY -  llc,2020-04-18 02:03:34,2020.0,1930691444.0,2020-03-24 00:00:00,2020-04-08 00:00:00,2020-03-24 00:00:00,NAA8,12116.04,0-15
3999,U001,0200769623,WAL-MAR in,2020-03-28 21:02:05.500000,2020.0,1930583696.0,2020-02-29 00:00:00,2020-03-15 00:00:00,2020-02-29 00:00:00,NAH4,42594.28,0-15
4000,U001,0200711029,WEGMAN associates,2020-05-18 02:38:28.250000,2020.0,1930764162.0,2020-04-08 00:00:00,2020-04-23 00:00:00,2020-04-08 00:00:00,NAA8,49881.8,16-30
4001,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4002,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4003,U001,0200769623,WAL-MAR in,2020-04-01 22:29:26.500000,2020.0,1930584981.0,2020-03-02 00:00:00,2020-03-17 00:00:00,2020-03-02 00:00:00,NAH4,67476.22,16-30
4004,U001,200741174,M B  co,2020-04-10 13:00:22.031250,2020.0,1930669571.0,2020-03-25 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,NAA8,17021.54,0-15
4005,U001,0200769623,WAL-MAR us,2020-05-02 00:07:52.875000,2020.0,1930700321.0,2020-03-25 00:00:00,2020-04-09 00:00:00,2020-03-25 00:00:00,NAH4,16138.96,16-30
4006,U001,0200759878,SA trust,2020-04-18 13:09:16.718750,2020.0,1930732681.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAH4,13696.51,0-15
4007,U001,0200769623,WAL-MAR corp,2020-04-28 01:23:53.250000,2020.0,1930717889.0,2020-03-29 00:00:00,2020-04-13 00:00:00,2020-03-29 00:00:00,NAH4,1329.23,16-30
4008,U001,0200769623,WAL-MAR corp,2020-04-04 15:03:18.250000,2020.0,1930598413.0,2020-03-04 00:00:00,2020-03-19 00:00:00,2020-03-04 00:00:00,NAH4,1696.79,16-30
4009,U001,0200794332,COST ,2020-05-04 05:52:40.515625,2020.0,1930566819.0,2020-02-27 00:00:00,2020-05-02 00:00:00,2020-02-27 00:00:00,NAGD,6883.72,0-15
4010,U001,0200769623,WAL-MAR corporation,2020-04-27 10:49:03,2020.0,1930703355.0,2020-03-26 00:00:00,2020-04-10 00:00:00,2020-03-26 00:00:00,NAH4,582.44,16-30
4011,U001,0200769623,WAL-MAR in,2020-04-15 02:05:21.625000,2020.0,1930669340.0,2020-03-18 00:00:00,2020-04-02 00:00:00,2020-03-18 00:00:00,NAH4,47908.66,0-15
4012,CA02,0140106408,WAL-M llc,2020-04-30 23:05:06.750000,2020.0,2960622238.0,2020-03-24 00:00:00,2020-04-03 00:00:00,2020-03-24 00:00:00,CA10,962.857,16-30
4013,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4014,U001,0100036486,NEB foundation,2020-05-25 16:26:57.312500,2020.0,1930838395.0,2020-05-01 00:00:00,2020-05-21 00:00:00,2020-05-01 00:00:00,NAD1,119912.33,0-15
4015,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4016,U001,0200744496,NORT corporation,2020-04-03 00:16:43.125000,2020.0,1930630494.0,2020-03-10 00:00:00,2020-03-25 00:00:00,2020-03-10 00:00:00,NAA8,39010.03,0-15
4017,CA02,0140106408,WAL-M corporation,2020-04-09 13:10:35,2020.0,2960619146.0,2020-03-09 00:00:00,2020-03-19 00:00:00,2020-03-09 00:00:00,CA10,32950.568,16-30
4018,U001,0200759878,SA systems,2020-05-15 00:18:45.756347656,2020.0,1930833749.0,2020-04-30 00:00:00,2020-05-15 00:00:00,2020-04-30 00:00:00,NAH4,30782.51,0-15
4019,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4020,U001,0200764795,SYSCO  associates,2020-05-12 05:32:36.732421875,2020.0,1930830390.0,2020-04-27 00:00:00,2020-05-12 00:00:00,2020-04-27 00:00:00,NAA8,2487.18,0-15
4021,CA02,0140105686,SYSC corp,2020-05-03 23:19:59.562500,2020.0,2960626638.0,2020-04-07 00:00:00,2020-04-24 00:00:00,2020-04-14 00:00:00,CA10,6170.079999999999,0-15
4022,U001,0200706844,WINC associates,2020-05-02 23:47:52.750000,2020.0,1930689088.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAA8,16968.03,16-30
4023,U001,0100036318,TFC corp,2020-06-06 07:19:10.500000,2020.0,1930898243.0,2020-05-13 00:00:00,2020-05-23 00:00:00,2020-05-13 00:00:00,NA10,4025.0,0-15
4024,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4025,U001,0200769623,WAL-MAR systems,2020-06-10 12:17:55.875000,2020.0,1930884834.0,2020-05-10 00:00:00,2020-05-25 00:00:00,2020-05-10 00:00:00,NAH4,38782.64,16-30
4026,U001,0200769623,WAL-MAR llc,2020-05-30 06:57:20.625000,2020.0,1930829668.0,2020-04-25 00:00:00,2020-05-10 00:00:00,2020-04-25 00:00:00,NAH4,13941.95,16-30
4027,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4028,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4029,U001,0200769623,WAL-MAR associates,2020-03-24 21:30:55.062500,2020.0,1930583680.0,2020-02-29 00:00:00,2020-03-15 00:00:00,2020-02-29 00:00:00,NAH4,14912.29,0-15
4030,U001,0200744019,TARG co,2020-04-18 21:37:50.687500,2020.0,1930709931.0,2020-03-27 00:00:00,2020-04-11 00:00:00,2020-03-27 00:00:00,NAA8,7630.17,0-15
4031,U001,0200769623,WAL-MAR llc,2020-04-07 20:56:08.750000,2020.0,1930619618.0,2020-03-07 00:00:00,2020-03-22 00:00:00,2020-03-07 00:00:00,NAH4,13629.49,16-30
4032,U001,0200726979,BJ'S  associates,2020-04-09 14:45:46.906250,2020.0,1930685984.0,2020-03-23 00:00:00,2020-04-07 00:00:00,2020-03-23 00:00:00,NAA8,590.11,0-15
4033,U001,0200769623,WAL-MAR in,2020-06-07 22:01:14.375000,2020.0,1930863265.0,2020-05-07 00:00:00,2020-05-22 00:00:00,2020-05-07 00:00:00,NAH4,30610.94,16-30
4034,U001,0200769623,WAL-MAR foundation,2020-06-05 22:18:48.750000,2020.0,1930849965.0,2020-05-05 00:00:00,2020-05-20 00:00:00,2020-05-05 00:00:00,NAH4,10957.94,16-30
4035,U001,0200742791,QUI co,2020-05-14 07:36:58.007812500,2020.0,1930813752.0,2020-04-28 00:00:00,2020-05-13 00:00:00,2020-04-28 00:00:00,NAA8,7697.2,0-15
4036,U001,0100031704,DELHAIZE foundation,2020-04-23 11:45:10.093750,2020.0,1930749619.0,2020-04-05 00:00:00,2020-04-20 00:00:00,2020-04-05 00:00:00,NAA8,77807.01,0-15
4037,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4038,U001,0200744019,TARG llc,2020-04-02 18:31:17.500000,2020.0,1930653218.0,2020-03-16 00:00:00,2020-03-31 00:00:00,2020-03-16 00:00:00,NAA8,3748.63,0-15
4039,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4040,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4041,U013,140103423,COS systems,2020-04-23 01:09:03,2020.0,1991839690.0,2020-03-10 00:00:00,2020-04-09 00:00:00,2020-03-10 00:00:00,NAVE,3702.77,0-15
4042,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4043,U001,0200706844,WINC corp,2020-04-17 07:09:34,2020.0,1930645584.0,2020-03-12 00:00:00,2020-03-27 00:00:00,2020-03-12 00:00:00,NAA8,61174.1,16-30
4044,U001,0200726979,BJ'S  us,2020-04-23 21:32:49.921875,2020.0,1930752180.0,2020-04-06 00:00:00,2020-04-21 00:00:00,2020-04-06 00:00:00,NAA8,91.06,0-15
4045,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0-15
4046,U001,0200769623,WAL-MAR trust,2020-05-07 17:20:43.375000,2020.0,1930732728.0,2020-04-03 00:00:00,2020-04-18 00:00:00,2020-04-03 00:00:00,NAH4,25749.33,16-30
4047,U001,0200769623,WAL-MAR systems,2020-04-28 05:41:47.125000,2020.0,1930710410.0,2020-03-28 00:00:00,2020-04-12 00:00:00,2020-03-28 00:00:00,NAH4,196.83,16-30
